filename	trial_type	topic_obj	topic_col	topic_loc	backgr_obj	backgr_col	backgr_loc	words	Gen_1	Gen_2	Gen_3	Gen_4	Gen_5	condition	chain
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	pu	pu	pu	pu	distractor	25
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	pu	pu	pu	pu	distractor	25
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur	kur	kur li	kur li	li	distractor	25
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur	kur li	kur li	kur li	li	distractor	25
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur	kur	kur pu	pu	pu	distractor	25
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur	kur	kur pu	kur pu	pu	distractor	25
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kur li	kur li	kur li	kurl li	distractor	25
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kur li	kur li	li	distractor	25
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur pu	kur pu	pu	pu	distractor	25
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kuur pu	distractor	25
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan	yan	yan li	yeeb li	li	distractor	25
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan li	yan li	yan li	yan li	li	distractor	25
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan	yan pu	yan pu	yan pu	pu	distractor	25
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan	yan	yan pu	pu	pu	distractor	25
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	yan li	yan	li	li	distractor	25
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	yan li	yan li	li	li	distractor	25
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	yan pu	yan pu	pu	pu	distractor	25
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	yan pu	yan pu	pu	pu	distractor	25
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	26
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	26
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb pu	meeb po	meeb po	meeb po	meeb po	distractor	26
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb pu	meeb po	meeb po	meeb po	meeb po	distractor	26
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	26
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	26
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb po	meeb po	meeb po	meeb po	distractor	26
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb po	meeb po	meeb po	meeb po	distractor	26
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	yan li	yan li	yan li	yan li	yan li	distractor	26
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	yan lo	yan li	yan li	yan li	yan li	distractor	26
06-4.png	irr	cup	blue	left	pen	blue	right	fop	yan pu	yan po	yan po	yan po	kur po	distractor	26
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	yan pu	yan po	yan po	yan po	yan po	distractor	26
07.png	rel	cup	yellow	left	cup	blue	right	fop li	yan li	yan li	yan li	yan li	yan li	distractor	26
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	yan li	yan li	yan li	yan li	yan li	distractor	26
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	yan pu	yan po	yan po	yan po	kur po	distractor	26
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	yan pu	yan po	yan po	yan po	kur po	distractor	26
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur li	kur li	kur li	kur po	kur li	distractor	26
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur li	kur li	kur li	kur li	li	distractor	26
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur pu	kur po	kur po	kur po	kur po	distractor	26
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur pu	kur po	kur po	kur po	kur po	distractor	26
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	distractor	26
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	distractor	26
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur po	kur po	kur po	kur po	distractor	26
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur po	kur po	kur po	kur po	distractor	26
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan li	kur li	kur po	kur li	kur li	distractor	26
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan li	kur li	kur li	kur po	kur li	distractor	26
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan pu	kur po	kur po	kur po	kur po	distractor	26
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan pu	kur po	kur po	kur li	kur po	distractor	26
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	kur li	kur po	kur po	kur li	distractor	26
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan lo	kur li	kur li	kur li	kur li	distractor	26
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	kur po	kur po	kur po	kur po	distractor	26
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	kur pu	kur po	kur po	kur po	kur po	distractor	26
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb	d	d	gg	gg	distractor	27
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb li	left	d	g	g	distractor	27
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb	Right	d	dl	dl	distractor	27
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb pu	Right	d	d	d	distractor	27
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	gawg	d	g	g	distractor	27
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	That's a pen	g	g	g	distractor	27
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	Right	d	d	d	distractor	27
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	d	d	d	d	distractor	27
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	yan	Also Spain	g	g	g	distractor	27
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	a	Left	d	g	gl	distractor	27
06-4.png	irr	cup	blue	left	pen	blue	right	fop	a	left	d	dl	dl	distractor	27
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	pu	Right	d	d	d	distractor	27
07.png	rel	cup	yellow	left	cup	blue	right	fop li	li	Left	g	g	g	distractor	27
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	li	right	d	g	g	distractor	27
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	yan pu	DEATH TO INFIDELS	d	d	d	distractor	27
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	pu	d	d	d	d	distractor	27
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur li	d	d	gl	gl	distractor	27
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur li	Right	g	g	g	distractor	27
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur pu	Right	d	d	d	distractor	27
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur pu	d	d	dl	dl	distractor	27
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	g	d	g	g	distractor	27
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	spain	g	g	g	distractor	27
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	dg	d	d	d	distractor	27
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	mmmkay	gwaaah	d	d	distractor	27
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan	d	d	gl	gl	distractor	27
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan	Right	right	g	g	distractor	27
14-2.png	irr	book	blue	right	cup	blue	left	yan	yn pu	Right	d	dd	dd	distractor	27
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan	d	d	d	d	distractor	27
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	The other France	the other france	g	g	distractor	27
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	weoign	d	g	g	distractor	27
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	probably France?	right	d	d	distractor	27
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	d	d	d	d	distractor	27
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	28
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	28
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb pu	meeb pu	meeb pu	meeb pu	meep pu	distractor	28
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	28
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	28
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	28
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	28
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	28
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop li	fop li	fop li	fop li	yan li	distractor	28
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop li	fop li	fop li	fop li	fop li	distractor	28
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop pu	fop pu	fop pu	fop pu	fop pu	distractor	28
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop pu	fop pu	fop pu	fop pu	fop pu	distractor	28
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop li	fop li	fop li	fop li	fop li	distractor	28
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop li	fop li	fop li	fup li	yan li	distractor	28
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	fop pu	fop pu	fop pu	yan pu	distractor	28
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	fop pu	fop pu	fop pu	fop pu	distractor	28
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur li	keu li	keu li	keu li	fop li	distractor	28
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur li	keu li	keu li	keu li	yan li	distractor	28
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur pu	keu pu	keu pu	keu pu	fop pu	distractor	28
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur pu	keu pu	keu pu	keu pu	meeb pu	distractor	28
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	keu li	keu li	keu li	yan li	distractor	28
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	keu li	keu li	keu li	meeb li	distractor	28
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	keu pu	keu pu	keu pu	meeb pu	distractor	28
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	keu pu	keu pu	keu pu	meeb pu	distractor	28
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan li	yan li	yan li	yan li	yan li	distractor	28
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan li	yan li	yan li	yan li	yan li	distractor	28
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan pu	yan pu	yan pu	yan pu	meeb pu	distractor	28
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan pu	yan pu	yan pu	yan pu	meeb pu	distractor	28
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	yan li	Yan li	yan li	yan li	distractor	28
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	Yan li	Yan li	yan li	yan li	distractor	28
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	meeb pu	distractor	28
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	yan pu	yan pu	yan pu	meeb pu	distractor	28
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meep	meep li	fdfd	fd	f	distractor	29
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meep	meep li	df	d	fd	distractor	29
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meep	meep pu	fd	f	ddf	distractor	29
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meep pu	meep pu	df	f	dd	distractor	29
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meep li	meep li	ko li	ffd	df	distractor	29
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meep li	meep li	fd	f	fd	distractor	29
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meep pu	meep pu	fd	f	df	distractor	29
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meep pu	meep pu	fd	pa li	fd	distractor	29
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop	kop li	fd	f	df	distractor	29
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop	fop	sadf	fd	dff	distractor	29
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop	for pu	fd	fd	d	distractor	29
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop	kop pu	fd	fd	f	distractor	29
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop li	kop li	fd	df	f	distractor	29
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop li	kop li	f	fd	ffd	distractor	29
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	kop pu	df	df	d	distractor	29
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	kop	fd	fd	dd	distractor	29
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur	kur 	fd	fd	fd	distractor	29
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur	kur li	ffd	d	ffd	distractor	29
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur	kur pu	fd	df	f	distractor	29
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur	kur	d	d	df	distractor	29
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kur	d	fdd	fdd	distractor	29
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	fd	f	df	distractor	29
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur pu	kdd	df	fd	distractor	29
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur pu	fd	dff	f	distractor	29
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan	yan li	df	df	df	distractor	29
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan li	yan li	f	d	df	distractor	29
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan	yan	f	f	df	distractor	29
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan pu	yan pu	d	f	f	distractor	29
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	yan li	fd	ddf	fdd	distractor	29
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	yan li	fd	fd	df	distractor	29
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	yan pu	f	f	df	distractor	29
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	yan pu	fd	df	df	distractor	29
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb li	meeb li	meep li	meep li	meep li	distractor	30
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb li	meeb li	meep li	meep li	meep li	distractor	30
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb pu	meeb pu	meep pu	meep pu	meep pu	distractor	30
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb pu	meeb pu	meep pu	meep pu	meep pu	distractor	30
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meep li	meep li	meep li	distractor	30
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meep li	meep li	meep li	distractor	30
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meep pu	meep pu	meep pu	distractor	30
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meep pu	meep pu	meep pu	distractor	30
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop li	fop li	pan li	pan li	pan li	distractor	30
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop li	fop li	pan li	pan li	pan li	distractor	30
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop pu	fop pu	lan pu	pan pu	pan pu	distractor	30
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop pu	fop pu	pan pu	pan pu	pan pu	distractor	30
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop li	fop li	pan li	yen li	pan li	distractor	30
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop li	fop li	pan li	pan li	pan li	distractor	30
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	fop pu	pan pu	pan pu	pan pu	distractor	30
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	fop pu	fan pu	pan pu	pan pu	distractor	30
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur li	kur li	kan li	kan li	kan li	distractor	30
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur li	kur li	kan li	kan li	kan li	distractor	30
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur pu	kur pu	kan pu	kan pu	kan pu	distractor	30
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur pu	kur pu	kan pu	kan pu	kan pu	distractor	30
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kur li	kan li	kan li	kan li	distractor	30
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kan li	kan li	kan li	distractor	30
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur pu	kan pu	kan pu	kan pu	distractor	30
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur pu	kan pu	kan pu	kan pu	distractor	30
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan li	yan li	yan li	yen li	li	distractor	30
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan li	yan li	yan li	yen li	pan li	distractor	30
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan pu	yan pu	yan pu	yen pu	lyn pu	distractor	30
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan pu	yan pu	yan pu	yen pu	lyn pu	distractor	30
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	yan li	yan li	yan li	li	distractor	30
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	yan li	yan li	yen li	lyk li	distractor	30
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	yan pu	yan pu	yen pu	pun pu	distractor	30
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	yan pu	yan pu	yen pu	pu	distractor	30
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb 	meeb li	meeb li	meeb li	meeb li	distractor	31
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	31
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	31
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	31
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	31
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	31
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	31
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meep pu	distractor	31
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop pu	fop li	fop li	fop li	fup li	distractor	31
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop li	fop li	fop li	fop li	fup li	distractor	31
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop	fop pu	fop pu	fop pu	fup pu	distractor	31
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop li	fop pu	fop pu	fop pu	fup pu	distractor	31
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop li	fop li	fop li	fop li	fup li	distractor	31
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop pu	fop li	fop li	fop li	fup li	distractor	31
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	fop pu	fop pu	fop pu	fup pu	distractor	31
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	fop pu	fop pu	fop pu	kup pu	distractor	31
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur	kur li	kur li	kur li	kur li	distractor	31
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur li	kur li	kur li	kur li	kur li	distractor	31
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur pu	kur pu	kur pu	kur pu	kur pu	distractor	31
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur	kur pu	kur pu	kur pu	kur pu	distractor	31
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	distractor	31
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	distractor	31
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur	kur pu	kur pu	kur pu	kur pu	distractor	31
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	distractor	31
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	li	ari li	ari li	ari li	ari li	distractor	31
13-4.png	irr	book	yellow	right	pen	blue	left	yan	ari li	ari li	ari li	ari li	ari li	distractor	31
14-2.png	irr	book	blue	right	cup	blue	left	yan	ari	ari pu	ari pu	ari pu	ari pu	distractor	31
14-5.png	irr	book	blue	left	pen	yellow	right	yan	ari pu	ari pu	ari pu	ari pu	ari pu	distractor	31
15.png	rel	book	yellow	left	book	blue	right	yan li	ari li	ari li	ari li	ari li	ari li	distractor	31
15-2.png	rel	book	yellow	right	book	blue	left	yan li	ari li	ari li	ari li	ari li	ari li	distractor	31
16.png	rel	book	blue	right	book	yellow	left	yan pu	li	ari pu	ari pu	ari pu	ari pu	distractor	31
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	ari pu	ari pu	ari pu	ari pu	ari pu	distractor	31
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb	meeb	meeb	meeb li	meeb li	distractor	32
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb	meeb	meeb	meeb li	meeb li	distractor	32
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb	meeb pu	meeb 	meeb pu	meeb pu	distractor	32
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb 	meeb pu	meeb pu	meeb pu	meeb pu	distractor	32
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	32
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	32
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	fop pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	32
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	32
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop	fop	fop li	li	yan li	distractor	32
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop	fop	fop	fop li	li	distractor	32
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop	fop	fop 	fop pu	yan pu	distractor	32
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop	fop	fop pu	fop pu	yan pu	distractor	32
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop li	fop li	fop li	yan li	yan li	distractor	32
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop li	fop	fop li	fop li	yan li	distractor	32
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	fop pu	fop pu	yan pu	pu	distractor	32
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	fop pu	fop pu	pu	yan pu	distractor	32
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur	kur	kur	li	fop li	distractor	32
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur	kur	kur li	fop li	fop li	distractor	32
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur	kur	kur pu	yan pu	fop pu	distractor	32
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur	kur	kur	fop pu	fop pu	distractor	32
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kur li	kur li	fop li	fop li	distractor	32
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kur li	fop li	fop li	distractor	32
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur pu	kur pu	yan pu	fop pu	distractor	32
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur pu	kur pu	fop pu	fop pu	distractor	32
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan	yan li	yan	yan li	li	distractor	32
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan	yan	yan li	li	li	distractor	32
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan	yan	yan	yan pu	pu	distractor	32
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan	yan	yan pu	pu	pu	distractor	32
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	yan li	yan li	yan li	li	distractor	32
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	yan li	yan li	yan li	li	distractor	32
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	yan pu	yan pu	pu	yan pu	distractor	32
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	yan pu	yan pu	pu	pu	distractor	32
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb	meeb li	meeb li	meeb li	meeb li	distractor	33
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb	meeb li	meeb li	meeb li	meeb li	distractor	33
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb	meeb pu	meeb pu	meeb pu	meeb pu	distractor	33
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb	meeb pu	meeb pu	meeb pu	meeb pu	distractor	33
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	33
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	33
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	33
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	33
